----------------------------798113519267437308992675
Content-Disposition: form-data; name="file"; filename="transactions.csv"
Content-Type: text/csv

Date,Description,Original Description,Amount,Type,Parent Category,Category,Account,Tags,Memo,Pending
5/22/24,Mama's Too! Upper Wes,SQ *MAMA'S TOO! UPPER WES,8.5,Debit,Food & Dining,Restaurants,Chase Freedom,,,false
5/22/24,Amazon,AMZN Mktp US*YU1A52553,21.99,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/21/24,Metropolitan Transportation Authority,MTA*METROCARD MACHINE,35,Debit,Auto & Transport,Public Transportation,Chase Freedom,,,false
5/21/24,Trader Joe's,TRADER JOE S #543,20.65,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/21/24,Advance Auto Parts,ADVANCE AUTO PARTS #1089,48.73,Debit,Auto & Transport,Service & Parts,Chase Sapphire Preferred,,,false
5/21/24,Michaels,MICHAELS STORES 1191,18.5,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/21/24,Safeway,SAFEWAY #2246,15.04,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
5/21/24,The Navigators,External Withdrawal - THE NAVIGATORS 5192024R - DONOR EFT,75,Debit,Gifts & Donations,Tithe,6554 * Member Advantage Checking,,THE NAVIGATORS 5192024R - DONOR EFT ,false
5/21/24,Discover Bank Dc Finout Finoutcr Prearrange,External Deposit - DISCOVER BANK DC FINOUT FINOUTCR - PREARRANGE  001*XXXXXX0483,4000,Credit,Income,Income,6554 * Member Advantage Checking,,DISCOVER BANK DC FINOUT FINOUTCR - PREARRANGE  001*XXXXXX0483,false
5/20/24,Amazon,AMZN Mktp US*K03BT9NU3,80.54,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/20/24,King Soopers,KING SOOPERS #5124,133.48,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/20/24,Masabi,MASABI_RTD,10,Debit,Shopping,Shopping,Chase Freedom,,,false
5/20/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
5/20/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
5/20/24,King Soopers,KING SOOPERS #0724 FUEL,39.59,Debit,Auto & Transport,Gas,Chase Freedom,,,false
5/20/24,Trader Joe's,TRADER JOE S #300,82.19,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/20/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,2124.28,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
5/19/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,2124.28,Credit,Transfer,Transfer,Chase Freedom,,,false
5/18/24,Safeway,SAFEWAY #2246,56.92,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
5/18/24,Interest Income,Dividend/Interest,2.56,Credit,Income,Interest Income,6554 * Member Advantage Checking,,,false
5/18/24,Interest Income,Dividend/Interest,2.31,Credit,Income,Interest Income,6546 * Member Advantage Savings,,,false
5/16/24,Bank of America MasterCard,External Withdrawal - BK OF AMER MC  - ONLINE PMT,117,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,BK OF AMER MC  - ONLINE PMT ,false
5/16/24,Walgreens,WALGREENS #1769,8.27,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/15/24,Photo Print,PHOTO PRINT,7.41,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
5/14/24,Strong Towns Member,STRONG TOWNS MEMBER,5.7,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
5/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
5/14/24,Trader Joe's,TRADER JOE S #300,75.09,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/13/24,Safeway,SAFEWAY #2246,9.15,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
5/13/24,King Soopers,KING SOOPERS #5124,111.9,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/13/24,Chco Online Mychart,CHCO ONLINE MYCHART PR,229.81,Debit,Health & Fitness,Doctor,Chase Freedom,,,false
5/13/24,King Soopers,KING SOOPERS #0724 FUEL,36.78,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
5/13/24,Wells Fargo Credit Card,External Withdrawal - WF Credit Card  - AUTO PAY,49.34,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,WF Credit Card  - AUTO PAY ,false
5/11/24,Comcast,COMCAST CABLE COMM  800-COMCAST         CO,81,Debit,Bills & Utilities,Bills & Utilities,Blue Cash Everyday®,,COMCAST CABLE COMM  800-COMCAST         CO,false
5/10/24,Zelle Transfer,Transfer Withdrawal -  Zelle To Pat Schonberger +1-800-233-2328,579.96,Debit,Home,HELOC - Schonberger,6554 * Member Advantage Checking,, Zelle To Pat Schonberger +1-800-233-2328 ,false
5/9/24,Comeback Vinyl,SP COMEBACK VINYL,31.44,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/9/24,Amazon,AMZN Mktp US*BK4GP5133,48.36,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/9/24,Target,TARGET        XXXX8069,46.23,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/9/24,Dollar Tree,DOLLARTREE,16.2,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/8/24,Insect Lore,SP INSECT LORE,9.74,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/7/24,Cityofdenverwast,CITYOFDENVERWAST,39,Debit,Bills & Utilities,Utilities,Chase Freedom,,,false
5/7/24,Trader Joe's,TRADER JOE S #300,69.97,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/6/24,King Soopers,KING SOOPERS #5124,126.33,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/6/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
5/6/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
5/6/24,King Soopers,KING SOOPERS #0724 FUEL,47.04,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
5/6/24,Provident Funding,"External Withdrawal - PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT",1882.57,Debit,Home,Mortgage & Rent,6554 * Member Advantage Checking,,"PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT ",false
5/6/24,Xcel Energy,External Withdrawal - XCEL ENERGY-PSCO  - XCELENERGY,176.06,Debit,Bills & Utilities,Utilities,6554 * Member Advantage Checking,,XCEL ENERGY-PSCO  - XCELENERGY ,false
5/5/24,Safeway,SAFEWAY #2246,23.75,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/4/24,Panera Bread,PANERA BREAD #202435 O,36.68,Debit,Food & Dining,Dates,Chase Freedom,,,false
5/4/24,Trader Joe's,TRADER JOE S #300,16.97,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
5/3/24,LinkedIn,LinkedIn Pre 9520634316,43.51,Debit,Uncategorized,Kyle,Chase Freedom,,,false
5/3/24,American Express Credit Card,External Withdrawal - AMEX EPAYMENT AM - ACH PMT,81,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,AMEX EPAYMENT AM - ACH PMT ,false
5/3/24,Trader Joe's,TRADER JOE S #300,49.57,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/2/24,Payment,AUTOPAY PAYMENT - THANK YOU,81,Credit,Transfer,Credit Card Payment,Blue Cash Everyday®,,AUTOPAY PAYMENT - THANK YOU,false
5/2/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,524.04,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
5/2/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,25,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,VENMO  - PAYMENT ,false
5/2/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,10,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,VENMO  - PAYMENT ,false
5/1/24,Frontier Airlines,FRONTIER AI E8IW5V,159.96,Debit,Travel,Air Travel,Chase Freedom,,,false
5/1/24,Transfer to Savings Account 1856,Withdrawal - Online Banking Transfer To XXXXXX1856 SAV,50,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1856 SAV,false
5/1/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,50,Credit,Transfer,Transfer,1856 * Member Advantage Savings,,Online Banking Transfer from XXXXXX6554 CK,false
5/1/24,Frontier Airlines,FRONTIER AIRLINES,159.96,Credit,Travel,Air Travel,Chase Freedom,,,false
5/1/24,Patreon,Patreon* Membership,5,Debit,Personal Care,Kyle,Chase Freedom,,,false
5/1/24,Flower Shop Network,FLOWER SHOP NETWORK,66.67,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/1/24,Frontier Airlines,FRONTIER AI CCJDFZ,181.96,Debit,Travel,Air Travel,Chase Freedom,,,false
5/1/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,524.04,Credit,Transfer,Transfer,Chase Sapphire Preferred,,,false
4/30/24,Trader Joe's,TRADER JOE S #300,121.24,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/30/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,25,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
4/30/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,25,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
4/29/24,King Soopers,KING SOOPERS #5124,137.72,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/29/24,King Soopers,KING SOOPERS #0724 FUEL,29.19,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
4/28/24,Safeway,SAFEWAY #2246,56.16,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
4/28/24,Py Ziggis Federal Heigh,PY *ZIGGIS  FEDERAL HEIGH,14.29,Debit,Food & Dining,Dates,Chase Sapphire Preferred,,,false
4/28/24,Act Denver Parks,ACT*Denver Parks &,15.38,Debit,Kids,Kids Activities,Chase Sapphire Preferred,,,false
4/27/24,Mobile Deposit,Deposit - Mobile Banking,1552.5,Credit,Income,Income,6554 * Member Advantage Checking,,Mobile Banking,false
4/27/24,Mobile Deposit,Deposit - Mobile Banking,25,Credit,Financial,529,6554 * Member Advantage Checking,,Mobile Banking,false
4/27/24,Mobile Deposit,Deposit - Mobile Banking,25,Credit,Financial,529,6554 * Member Advantage Checking,,Mobile Banking,false
4/27/24,Public Works Parking,PUBLIC WORKS-PRKG METR,3.75,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
4/27/24,Act Denver Parks,ACT*Denver Parks &,30.75,Debit,Kids,Kids Activities,Chase Freedom,,,false
4/27/24,Interest Income,Dividend/Interest,2,Credit,Income,Interest Income,1864 * Member Advantage Checking,,,false
4/27/24,Interest Income,Dividend/Interest,3.53,Credit,Income,Interest Income,1856 * Member Advantage Savings,,,false
4/26/24,Protective Life,External Withdrawal - PROTECTIVE LIFE LFCM P00 - E-PAYMENTS,389.3,Debit,Financial,Life Insurance,6554 * Member Advantage Checking,,PROTECTIVE LIFE LFCM P00 - E-PAYMENTS ,false
4/25/24,Safeway,SAFEWAY #2246,7.48,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
4/24/24,Not Consumed,SP NOT CONSUMED,38.75,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
4/24/24,Denver Botanic Gardens,DENVER BOTANIC GARDENS GA,85,Debit,Uncategorized,Membership Fees,Chase Freedom,,,false
4/24/24,Amazon,AMZN Mktp US,45.66,Credit,Gifts & Donations,Gift,Chase Freedom,,,false
4/24/24,Protective Life,External Withdrawal - PROTECTIVE LIFE LFCM P00 - INS. PREM.,330.6,Debit,Financial,Life Insurance,6554 * Member Advantage Checking,,PROTECTIVE LIFE LFCM P00 - INS. PREM. ,false
4/23/24,King Soopers,KING SOOPERS #5124,72.46,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/23/24,Trader Joe's,TRADER JOE S #300,97.86,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/23/24,King Soopers,KING SOOPERS #0724 FUEL,24.92,Debit,Auto & Transport,Gas,Chase Freedom,,,false
4/23/24,King Soopers,KING SOOPERS #0124,40.13,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/23/24,The Navigators,External Withdrawal - THE NAVIGATORS 4192024R - DONOR EFT,75,Debit,Gifts & Donations,Tithe,6554 * Member Advantage Checking,,THE NAVIGATORS 4192024R - DONOR EFT ,false
4/22/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
4/22/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,6110.02,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
4/22/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
4/22/24,Sunbutter Direct,SP SUNBUTTER DIRECT,81.98,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/20/24,Domino's,DOMINO'S 6342,34.78,Debit,Food & Dining,Restaurants,Chase Freedom,,,false
4/20/24,Safeway,SAFEWAY #2246,13.07,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
4/20/24,Interest Income,Dividend/Interest,3.66,Credit,Income,Interest Income,6554 * Member Advantage Checking,,,false
4/20/24,Interest Income,Dividend/Interest,2.89,Credit,Income,Interest Income,6546 * Member Advantage Savings,,,false
4/19/24,Urban Autocare N High,URBAN AUTOCARE - N HIGH,43.93,Debit,Auto & Transport,Service & Parts,Chase Sapphire Preferred,,,false
4/19/24,Phillips 66,PHILLIPS 66 - TWIN STA,10.95,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
4/19/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,6110.02,Credit,Transfer,Transfer,Chase Freedom,,,false
4/18/24,Safeway,SAFEWAY #2246,6.68,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
4/18/24,Safeway,SAFEWAY #2246,4.29,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/18/24,Chase Travel,CL *Chase Travel,12.39,Debit,Auto & Transport,Service & Parts,Chase Freedom,,,false
4/18/24,Safeway,SAFEWAY #2246,30.56,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/18/24,Trader Joe's,TRADER JOE S #300,86.6,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/17/24,Talulah Jones,TALULAH JONES,23.94,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
4/16/24,King Soopers,KING SOOPERS #0124,10.8,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
4/16/24,Bank of America MasterCard,External Withdrawal - BK OF AMER MC  - ONLINE PMT,118,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,BK OF AMER MC  - ONLINE PMT ,false
4/15/24,Amazon,AMZN Mktp US*F18OC6LU3,15.22,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
4/15/24,King Soopers,KING SOOPERS #5124,166.98,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/15/24,King Soopers,KING SOOPERS #0724 FUEL,29.1,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
4/15/24,King Soopers,KING SOOPERS #0124,10,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
4/15/24,King Soopers,KING SOOPERS #0124,10,Credit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
4/14/24,Freeprints,FREEPRINTS,11.15,Debit,Personal Care,Beth,Chase Sapphire Preferred,,,false
4/14/24,Strong Towns Member,STRONG TOWNS MEMBER,5.7,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
4/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
4/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
4/14/24,Amazon,AMZN Mktp US*RH7QK2AZ3,16.59,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
4/13/24,Safeway,SAFEWAY #2246,14.97,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
4/13/24,Advance Auto Parts,ADVANCE AUTO PARTS #1089,2.79,Debit,Auto & Transport,Service & Parts,Chase Sapphire Preferred,,,false
4/13/24,Chco Online Mychart,CHCO ONLINE MYCHART PR,229.81,Debit,Health & Fitness,Doctor,Chase Freedom,,,false
4/13/24,Amazon,AMZN Mktp US*7C1LA98U3,53.59,Debit,Auto & Transport,Service & Parts,Chase Freedom,,,false
4/12/24,Wells Fargo Credit Card,External Withdrawal - WF Credit Card  - AUTO PAY,52.12,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,WF Credit Card  - AUTO PAY ,false
4/11/24,Safeway,SAFEWAY #2246,35.93,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/11/24,Comcast,COMCAST CABLE COMM  800-COMCAST         CO,81,Debit,Bills & Utilities,Utilities,Blue Cash Everyday®,,COMCAST CABLE COMM  800-COMCAST         CO,false
4/10/24,Vail Ski Pass,VAIL SKI PASS & RC,98,Debit,Entertainment,Skiing,Chase Freedom,,,false
4/10/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,50,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
4/10/24,Zelle Transfer,Transfer Withdrawal -  Zelle To Pat Schonberger +1-800-233-2328,579.96,Debit,Home,HELOC - Schonberger,6554 * Member Advantage Checking,, Zelle To Pat Schonberger +1-800-233-2328 ,false
4/9/24,Cigna,CIGNA 877 484 5967,37.01,Debit,Health & Fitness,Health Insurance,Chase Freedom,,,false
4/9/24,King Soopers,KING SOOPERS #0724 FUEL,29.7,Debit,Auto & Transport,Gas,Chase Freedom,,,false
4/9/24,King Soopers,KING SOOPERS #5124,134.4,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/9/24,Trader Joe's,TRADER JOE S #300,72.44,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/9/24,Expensify,"External Deposit - Outer Labs, Inc.  - Expensify",325.96,Credit,Income,Reimbursement,6554 * Member Advantage Checking,,"Outer Labs, Inc.  - Expensify ",false
4/8/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
4/8/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
4/8/24,Xcel Energy,External Withdrawal - XCEL ENERGY-PSCO  - XCELENERGY,229.38,Debit,Bills & Utilities,Utilities,6554 * Member Advantage Checking,,XCEL ENERGY-PSCO  - XCELENERGY ,false
4/8/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,10,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,VENMO  - PAYMENT ,false
4/6/24,Flyteco Brewing,FlyteCo Brewing,7.36,Debit,Food & Dining,Coffee Shops,Chase Freedom,,,false
4/6/24,Safeway,SAFEWAY #2246,6.78,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/5/24,Trader Joe's,TRADER JOE S #300,73.08,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/5/24,Provident Funding,"External Withdrawal - PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT",1882.57,Debit,Home,Mortgage & Rent,6554 * Member Advantage Checking,,"PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT ",false
4/5/24,Gusto O Pay,External Deposit - GUSTO dr9o - PAY 877196,4423.19,Credit,Income,Paycheck,6554 * Member Advantage Checking,,GUSTO dr9o - PAY 877196 ,false
4/4/24,EyeBuyDirect,EYEBUYDIRECT,63.18,Debit,Health & Fitness,Doctor,Chase Freedom,,,false
4/4/24,Denver Excise Tax Web,DENVER EXCISE TAX WEB,37.36,Debit,Taxes,Taxes,Chase Freedom,,,false
4/4/24,King Soopers,KING SOOPERS,181.59,Debit,Food & Dining,Groceries,Chase Freedom,,,false
4/3/24,Amazon,AMZN Mktp US*ZG1CF0W83,28.27,Debit,Auto & Transport,Service & Parts,Chase Freedom,,,false
4/3/24,American Express Credit Card,External Withdrawal - AMEX EPAYMENT AM - ACH PMT,81,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,AMEX EPAYMENT AM - ACH PMT ,false
4/3/24,King Soopers,KING SOOPERS 0724 FUEL,49.23,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
4/2/24,Payment,AUTOPAY PAYMENT - THANK YOU,81,Credit,Transfer,Credit Card Payment,Blue Cash Everyday®,,AUTOPAY PAYMENT - THANK YOU,false
4/2/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,647.6,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
4/1/24,Transfer to Savings Account 1856,Withdrawal - Online Banking Transfer To XXXXXX1856 SAV,50,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1856 SAV,false
4/1/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,50,Credit,Transfer,Transfer,1856 * Member Advantage Savings,,Online Banking Transfer from XXXXXX6554 CK,false
4/1/24,Health,SCL HEALTH RSC PB,197.59,Debit,Health & Fitness,Doctor,Chase Freedom,,,false
4/1/24,Patreon,Patreon* Membership,5,Debit,Personal Care,Kyle,Chase Freedom,,,false
4/1/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,647.6,Credit,Transfer,Transfer,Chase Sapphire Preferred,,,false
4/1/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,125,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
4/1/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,125,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
4/1/24,State of Colorado,External Deposit - CO DEPT REVENUE  - COSTTAXRFD,2611,Credit,Taxes,State Tax,6554 * Member Advantage Checking,,CO DEPT REVENUE  - COSTTAXRFD ,false
3/30/24,Amazon,AMZN Mktp US,59.62,Credit,Auto & Transport,Service & Parts,Chase Freedom,,,false
3/30/24,Amazon,AMZN Mktp US,59.62,Credit,Auto & Transport,Service & Parts,Chase Freedom,,,false
3/30/24,Safeway,SAFEWAY #2246,40.59,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/29/24,NameCheap,NAME-CHEAP.COM* YLHITX,4.48,Debit,Uncategorized,Kyle,Chase Freedom,,,false
3/29/24,Safeway,SAFEWAY #2246,10.98,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
3/29/24,Gusto O Pay,External Deposit - GUSTO dr9o - PAY 724688,3753.8,Credit,Income,Paycheck,6554 * Member Advantage Checking,,GUSTO dr9o - PAY 724688 ,false
3/28/24,Act Denver Parks,ACT*Denver Parks &,15.38,Debit,Kids,Kids Activities,Chase Sapphire Preferred,,,false
3/28/24,Urban Autocare N High,URBAN AUTOCARE - N HIGH S,174.03,Debit,Auto & Transport,Service & Parts,Chase Sapphire Preferred,,,false
3/28/24,King Soopers,KING SOOPERS,127.09,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/28/24,Amazon,AMZN Mktp US*RH3HV6YH1,14.41,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
3/27/24,Act Denver Parks,ACT*Denver Parks &,30.75,Debit,Kids,Kids Activities,Chase Freedom,,,false
3/27/24,Amazon,Amazon.com,12.39,Credit,Uncategorized,Uncategorized,Chase Freedom,,,false
3/27/24,King Soopers,KING SOOPERS 0724 FUEL,45.73,Debit,Auto & Transport,Gas,Chase Freedom,,,false
3/27/24,City&ctyofdenveronline,CITY&CTYOFDENVERONLINE,55.27,Debit,Bills & Utilities,Utilities,Chase Freedom,,,false
3/26/24,Flyteco Brewing,FlyteCo Brewing,3.99,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
3/26/24,Dang Soft Serve,TST* DANG SOFT SERVE,21.53,Debit,Food & Dining,Dates,Chase Sapphire Preferred,,,false
3/26/24,Birdcall Points,BIRDCALL 5 POINTS,22.57,Debit,Food & Dining,Dates,Chase Sapphire Preferred,,,false
3/25/24,Phillips 66,PHILLIPS 66 - TWIN STA,10.48,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
3/25/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
3/25/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
3/25/24,Mbi Setl,External Withdrawal - MBI  - SETL,1.33,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,MBI  - SETL ,false
3/24/24,Online Denver Museum,ONLINE-DENVER MUSEUM,18.95,Debit,Kids,Kids Activities,Chase Freedom,,,false
3/23/24,Amazon,AMZN Mktp US*RH38W6J01,91.56,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
3/23/24,Trader Joe's,TRADER JOE S #302,32.27,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
3/23/24,King Soopers,KING SOOPERS 0029,15.96,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/23/24,Breckenridge Lift Ski,BRECKENRIDGE LIFT TKT/SKI,146.3,Debit,Personal Care,Kyle,Chase Freedom,,,false
3/23/24,Interest Income,Dividend/Interest,1.57,Credit,Income,Interest Income,1864 * Member Advantage Checking,,,false
3/23/24,Interest Income,Dividend/Interest,2.81,Credit,Income,Interest Income,1856 * Member Advantage Savings,,,false
3/22/24,Amazon,AMZN Mktp US*RH2XE7D42,6.37,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/22/24,Amazon,AMZN Mktp US*RA4X40N80,6.8,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/22/24,Redemptiondenver,External Withdrawal - redemptiondenver  - redemption,435.5,Debit,Gifts & Donations,Tithe,1864 * Member Advantage Checking,,redemptiondenver  - redemption ,false
